Time,Event,IMSI,CellId,RNTI,TargetCellId
19.538,HandoverStartEnb,3,3,36,5
19.5394,HandoverEndOkEnb,3,5,31,NA
19.5632,HandoverStartEnb,8,3,33,5
19.5646,HandoverEndOkEnb,8,5,32,NA
19.8288,HandoverStartEnb,9,5,30,3
19.8302,HandoverEndOkEnb,9,3,37,NA
20.024,HandoverStartEnb,9,3,37,5
20.0254,HandoverEndOkEnb,9,5,33,NA
20.2358,HandoverStartEnb,7,3,26,5
20.2372,HandoverEndOkEnb,7,5,34,NA
20.328,HandoverStartEnb,2,3,35,5
20.3294,HandoverEndOkEnb,2,5,35,NA
20.4576,HandoverStartEnb,3,5,31,3
20.459,HandoverEndOkEnb,3,3,38,NA
20.5216,HandoverStartEnb,10,4,16,2
20.523,HandoverEndOkEnb,10,2,20,NA
20.6662,HandoverStartEnb,2,5,35,3
20.6676,HandoverEndOkEnb,2,3,39,NA
20.952,HandoverStartEnb,4,2,18,4
20.9534,HandoverEndOkEnb,4,4,19,NA
21.0672,HandoverStartEnb,3,3,38,5
21.0686,HandoverEndOkEnb,3,5,36,NA
